gender,gender_binary,age,weight(kg),height(m),BMI,BMR,calories_to_maintain_weight,activity_level,ideal_weight
F,0,26,66.05927108,1.631367771,24.82161419,1444.302,2166.453,1.5,58.54993769
M,1,26,67.00851612,1.632868384,25.13203411,1623.651,2110.7463,1.3,58.65770151
M,1,26,68.04371282,1.632895332,25.51944986,1637.847,2456.7705,1.5,58.65963764
M,1,26,67.07457004,1.632514929,25.16770265,1624.379,2436.5685,1.5,58.63230985
F,0,26,67.59997567,1.632956961,25.35111485,1459.362,1751.2344,1.2,58.6640656
M,1,26,67.58179681,1.633145139,25.33845725,1631.643,2447.4645,1.5,58.67758699
M,1,26,68.03973197,1.631552383,25.55998238,1637.121,2455.6815,1.5,58.56318993
F,0,26,67.24400611,1.630836075,25.28325353,1455.585,2474.4945,1.7,58.51177868
F,0,26,67.57087857,1.632307469,25.36037261,1458.973,2188.4595,1.5,58.61740881
F,0,26,65.81324577,1.631152824,24.73568861,1441.903,2162.8545,1.5,58.53450978
M,1,26,67.98398065,1.631176438,25.55081228,1636.169,2454.2535,1.5,58.53620458
M,1,26,67.36256815,1.632634874,25.2720515,1628.385,2442.5775,1.5,58.6409259
F,0,26,65.98431749,1.631550142,24.78790813,1443.613,2165.4195,1.5,58.56302905
F,0,26,66.64161085,1.630924385,25.0540439,1449.817,2174.7255,1.5,58.51811569
F,0,26,66.43079371,1.632767426,24.91843633,1448.106,2172.159,1.5,58.65044828
F,0,26,67.69502746,1.632232509,25.40930123,1460.152,2482.2584,1.7,58.6120252
F,0,26,65.97176476,1.630830607,24.80506645,1443.37,2165.055,1.5,58.51138631
F,0,26,66.62807647,1.631481548,25.03184974,1449.781,2174.6715,1.5,58.55810491
M,1,26,67.57006382,1.631993387,25.36982899,1630.907,1957.0884,1.2,58.59485313
F,0,26,67.87249143,1.633218639,25.44515708,1462.023,2193.0345,1.5,58.6828687
F,0,26,66.58965314,1.632556939,24.9844664,1449.595,2174.3925,1.5,58.6353275
F,0,26,66.56587948,1.633140376,24.95770472,1449.466,2753.9854,1.9,58.67724473
F,0,26,67.81183105,1.631492264,25.47624598,1461.147,2483.9499,1.7,58.55887416
M,1,26,67.45846644,1.632536753,25.31107144,1629.649,2770.4033,1.7,58.6338775
F,0,26,67.08377354,1.633122229,25.15243897,1454.435,2181.6525,1.5,58.67594073
F,0,26,67.94743893,1.632939244,25.48197228,1462.695,2194.0425,1.5,58.66279264
M,1,27,67.12077359,1.631703979,25.21007909,1617.807,2426.7105,1.5,58.57407325
M,1,27,67.33760485,1.631727932,25.29077683,1620.789,2107.0257,1.3,58.57579297
M,1,27,67.40612938,1.631179984,25.33352496,1621.454,2756.4718,1.7,58.53645908
F,0,27,67.30708244,1.631050205,25.30032543,1451.527,2467.5959,1.7,58.52714497
M,1,27,67.30751482,1.630827745,25.30739086,1619.927,2105.9051,1.3,58.51118094
M,1,27,68.01219601,1.631194379,25.56085432,1629.764,2770.5988,1.7,58.53749225
F,0,27,66.73952145,1.63104756,25.08706404,1446.077,2458.3309,1.7,58.52695515
F,0,27,67.93074326,1.631596403,25.51766244,1457.607,2477.9319,1.7,58.56635009
M,1,27,66.74123524,1.631143379,25.08476086,1612.327,2096.0251,1.3,58.5338319
F,0,27,66.6795073,1.63081756,25.07157537,1445.462,2168.193,1.5,58.51045011
F,0,27,65.81542366,1.631151369,24.7365513,1437.224,2155.836,1.5,58.53440535
F,0,27,66.07460834,1.633126021,24.77394679,1440.048,2160.072,1.5,58.67621321
F,0,27,67.69895162,1.633009186,25.38660861,1455.621,2765.6799,1.9,58.66781803
F,0,27,67.38542384,1.632590623,25.28199661,1452.54,2178.81,1.5,58.63774713
M,1,27,68.13539851,1.631297233,25.60392824,1631.504,2120.9552,1.3,58.54487457
F,0,27,66.96165941,1.631329329,25.16187028,1448.258,2172.387,1.5,58.54717835
M,1,27,67.74950667,1.63250456,25.42127513,1626.821,2765.5957,1.7,58.63156505
F,0,27,67.1754059,1.631295473,25.24323659,1450.304,2755.5776,1.9,58.54474825
F,0,27,67.68680707,1.632786188,25.3889881,1455.467,2183.2005,1.5,58.65179619
F,0,27,67.196118,1.631139093,25.25586172,1450.476,2175.714,1.5,58.5335243
F,0,27,67.24989636,1.632083635,25.24682671,1451.153,2176.7295,1.5,58.60133382
M,1,27,67.80123128,1.631035017,25.48654762,1626.794,2440.191,1.5,58.52605499
F,0,27,68.03883749,1.632685077,25.52419407,1458.829,2480.0093,1.7,58.64453233
F,0,27,67.16544355,1.632657916,25.19738607,1450.44,2755.836,1.9,58.64258115
M,1,27,67.51997778,1.633153631,25.31501618,1624.001,2760.8017,1.7,58.67819721
F,0,27,68.14959495,1.631298898,25.6092107,1459.657,2773.3483,1.9,58.54499408
F,0,27,67.77778118,1.631940569,25.44946574,1456.197,2184.2955,1.5,58.59106046
M,1,27,66.80804935,1.632019491,25.08292092,1613.68,2420.52,1.5,58.59672762
M,1,27,68.00586858,1.632184425,25.52747933,1630.173,2445.2595,1.5,58.60857194
M,1,27,67.34697241,1.631342712,25.30624233,1620.725,2106.9425,1.3,58.54813897
M,1,27,67.28290774,1.632491911,25.24658703,1620.422,2106.5486,1.3,58.63065647
M,1,27,67.22252243,1.631933865,25.24118239,1619.315,2105.1095,1.3,58.59057907
F,0,27,66.96708504,1.631562514,25.15671663,1448.35,2172.525,1.5,58.56391722
F,0,27,68.00797805,1.63316621,25.49758752,1458.615,2771.3685,1.9,58.67910113
F,0,27,65.98451791,1.633105391,24.74079342,1439.179,2158.7685,1.5,58.6747308
F,0,27,68.03258903,1.631198564,25.5683874,1458.517,2187.7755,1.5,58.53779261
F,0,27,66.58643495,1.631253561,25.02319831,1444.643,2455.8931,1.7,58.54173997
F,0,27,66.94225881,1.631228806,25.15768057,1448.055,2461.6935,1.7,58.53996319
M,1,27,67.44503871,1.63162771,25.33423901,1622.211,2433.3165,1.5,58.56859765
M,1,27,67.08976429,1.632582651,25.17131543,1617.821,2103.1673,1.3,58.63717447
F,0,27,67.97408002,1.631678403,25.53137521,1458.036,2770.2684,1.9,58.57223704
F,0,27,65.86902604,1.633032488,24.69969511,1438.058,2444.6986,1.7,58.66949235
F,0,27,66.20571812,1.632483219,24.84265735,1441.197,2161.7955,1.5,58.63003213
F,0,27,65.90298796,1.632754199,24.72085497,1438.337,2445.1729,1.7,58.64949804
F,0,27,67.71928366,1.631377952,25.44504237,1455.539,2765.5241,1.9,58.55066849
M,1,27,66.1947743,1.632926156,24.82507759,1605.731,2408.5965,1.5,58.66185228
F,0,27,67.94320305,1.63245071,25.49563675,1457.871,2769.9549,1.9,58.62769705
F,0,27,67.80754737,1.631205821,25.48358422,1456.357,2767.0783,1.9,58.53831347
F,0,27,67.51825624,1.632729061,25.32753776,1453.839,2762.2941,1.9,58.64769211
M,1,27,67.96510943,1.632390202,25.50574784,1629.717,1955.6604,1.2,58.62335097
M,1,27,68.11907307,1.631218782,25.6002557,1631.241,1957.4892,1.2,58.53924372
F,0,27,67.93640122,1.632473943,25.49235873,1457.81,2769.839,1.9,58.62936584
M,1,27,67.94453175,1.631798159,25.51653105,1629.139,2117.8807,1.3,58.5808351
M,1,27,66.69271397,1.631371711,25.05950779,1611.776,2417.664,1.5,58.55022051
F,0,27,66.96292107,1.631916822,25.14423064,1448.37,2751.903,1.9,58.58935531
M,1,27,66.42889211,1.631344437,24.96121247,1608.148,2412.222,1.5,58.54826279
F,0,27,67.87759709,1.630845691,25.52117813,1456.969,2768.2411,1.9,58.51246869
F,0,27,67.09922457,1.632425965,25.1796978,1449.765,2174.6475,1.5,58.62591969
M,1,27,68.06377463,1.631665202,25.56547858,1630.706,2119.9178,1.3,58.57128929
F,0,27,67.77954614,1.631273757,25.47093908,1456.1,2184.15,1.5,58.54318955
M,1,27,67.63696192,1.632229032,25.38761453,1625.141,2437.7115,1.5,58.61177548
F,0,27,66.15625015,1.633057294,24.80664533,1440.82,2449.394,1.7,58.67127476
M,1,27,66.98202141,1.630830078,25.18493442,1615.469,2100.1097,1.3,58.51134835
F,0,27,66.59658515,1.633015788,24.97302741,1445.04,2167.56,1.5,58.6682924
M,1,27,66.9825166,1.633166351,25.11311663,1616.644,2101.6372,1.3,58.67911126
M,1,27,68.11383887,1.632137359,25.56948295,1631.628,2447.442,1.5,58.60519189
F,0,27,66.194267,1.631754368,24.8605544,1440.963,2449.6371,1.7,58.57769098
F,0,27,67.08255428,1.632043543,25.18524081,1449.54,2464.218,1.7,58.59845478
M,1,27,68.18068416,1.630931749,25.63243003,1631.941,1958.3292,1.2,58.51864414
M,1,27,66.73545376,1.632795909,25.03184209,1613.074,2419.611,1.5,58.65249457
M,1,27,67.30067394,1.631633306,25.27983817,1620.236,2106.3068,1.3,58.5689994
F,0,27,67.98210432,1.631236132,25.54823712,1458.038,2770.2722,1.9,58.540489
F,0,27,68.119804,1.632734533,25.55301989,1459.615,2189.4225,1.5,58.64808522
F,0,27,66.69311459,1.631409105,25.05850953,1445.693,2168.5395,1.5,58.55290469
M,1,27,66.41121078,1.632454526,24.92064127,1608.461,2412.6915,1.5,58.62797115
F,0,27,67.27333311,1.631369908,25.27772888,1451.257,2176.8855,1.5,58.55009109
F,0,27,67.29557264,1.632332474,25.25627231,1451.634,2467.7778,1.7,58.61920472
F,0,27,68.10926677,1.631606676,25.58440125,1459.322,2188.983,1.5,58.56708759
F,0,27,67.75511733,1.632590853,25.42069289,1456.09,2766.571,1.9,58.63776365
F,0,27,65.89678251,1.631318761,24.76204729,1438.033,2157.0495,1.5,58.5464198
M,1,27,67.55629776,1.632458275,25.35021587,1624.15,2111.395,1.3,58.62824043
M,1,27,67.35221976,1.63162989,25.29930603,1620.94,2431.41,1.5,58.56875415
F,0,27,66.81261788,1.632002571,25.08515632,1446.942,2170.413,1.5,58.59551262
M,1,27,66.26123336,1.632229588,24.87121623,1606.294,2409.441,1.5,58.61181541
F,0,27,67.50013449,1.63118781,25.36861185,1453.403,2180.1045,1.5,58.53702077
F,0,27,67.33417293,1.631848131,25.28576243,1451.922,2177.883,1.5,58.5844231
F,0,27,66.98278284,1.630867075,25.18407805,1448.382,2172.573,1.5,58.51400316
M,1,27,67.82961604,1.631164987,25.49315447,1627.248,1952.6976,1.2,58.53538273
M,1,27,67.296909,1.633113015,25.23263685,1620.924,2107.2012,1.3,58.67527863
M,1,27,67.29516609,1.632705324,25.24458594,1620.696,2431.044,1.5,58.64598685
M,1,27,66.94966361,1.633058227,25.10412331,1616.14,2424.21,1.5,58.6713418
F,0,27,67.79698327,1.632966492,25.42469919,1456.555,2767.4545,1.9,58.66475041
M,1,27,66.93024728,1.632136397,25.12520014,1615.413,2423.1195,1.5,58.60512281
F,0,27,67.75526908,1.63182214,25.44470569,1455.96,2183.94,1.5,58.58255693
M,1,27,68.1791975,1.631522939,25.61329882,1632.216,2774.7672,1.7,58.56107621
F,0,27,67.32196966,1.630834679,25.31261058,1451.633,2758.1027,1.9,58.51167851
M,1,27,66.85898069,1.631764376,25.10989264,1614.25,2421.375,1.5,58.57840953
F,0,27,66.0916314,1.633209332,24.77780134,1440.225,2160.3375,1.5,58.68219989
F,0,27,66.11018098,1.632797414,24.79726243,1440.333,2160.4995,1.5,58.65260269
M,1,27,67.81865313,1.631969892,25.46389741,1627.5,2766.75,1.7,58.59316602
F,0,27,68.02969618,1.63301193,25.51054969,1458.797,2188.1955,1.5,58.6680152
M,1,27,66.62290647,1.633012893,24.9829862,1611.64,2417.46,1.5,58.66808439
F,0,27,65.90716484,1.632484147,24.73060181,1438.331,2157.4965,1.5,58.63009878
F,0,27,66.08705771,1.631431213,24.83012367,1439.879,2447.7943,1.7,58.55449166
F,0,27,66.90961438,1.631343771,25.14186841,1447.761,2171.6415,1.5,58.54821498
M,1,27,67.00342178,1.630893864,25.19101024,1615.794,2100.5322,1.3,58.5159255
F,0,27,67.45522863,1.630747054,25.36544077,1452.897,2179.3455,1.5,58.50539099
F,0,27,67.20162177,1.630830373,25.267494,1450.477,2755.9063,1.9,58.51136952
M,1,27,67.27763826,1.633002847,25.22881507,1620.605,2106.7865,1.3,58.66736256
F,0,27,66.34423622,1.633109938,24.87553075,1442.633,2163.9495,1.5,58.67505753
M,1,27,68.11522066,1.63313919,25.53864002,1632.148,1958.5776,1.2,58.67715951
F,0,27,66.3949712,1.633136253,24.89375137,1443.125,2164.6875,1.5,58.67694846
F,0,27,66.15926797,1.632089695,24.83720066,1440.684,2161.026,1.5,58.601769
M,1,27,67.90652552,1.632642133,25.4758985,1629.04,1954.848,1.2,58.64144736
M,1,27,67.59494891,1.63262288,25.35960515,1624.762,2112.1906,1.3,58.6400643
F,0,27,67.74925723,1.630861731,25.47242278,1455.739,2765.9041,1.9,58.51361968
F,0,27,65.97499781,1.631854427,24.77516505,1438.875,2446.0875,1.7,58.58487516
M,1,27,67.57449151,1.63311438,25.33667268,1624.728,2112.1464,1.3,58.67537672
F,0,27,66.83837205,1.631545306,25.10889423,1447.111,2170.6665,1.5,58.56268188
M,1,27,66.95903248,1.631426028,25.15790056,1615.452,2100.0876,1.3,58.55411947
M,1,27,66.81289613,1.632123473,25.08154448,1613.798,2420.697,1.5,58.60419468
M,1,27,66.88904847,1.631702187,25.12309997,1614.631,2099.0203,1.3,58.5739446
F,0,27,66.68959527,1.631023866,25.06902537,1445.594,2168.391,1.5,58.52525473
M,1,27,67.31393768,1.631405211,25.29189127,1620.304,2754.5168,1.7,58.55262517
M,1,27,66.35804974,1.630805282,24.95108265,1606.908,2410.362,1.5,58.50956909
M,1,27,66.19610178,1.63083164,24.88938455,1604.702,2407.053,1.5,58.51146044
M,1,27,67.42658271,1.632660979,25.29525858,1622.475,2109.2175,1.3,58.64280119
M,1,27,67.87311563,1.632978549,25.45287388,1628.751,1954.5012,1.2,58.66561671
M,1,27,67.78771801,1.630960585,25.48379382,1626.572,2439.858,1.5,58.52071346
F,0,27,68.12391253,1.633137111,25.54196394,1459.723,2773.4737,1.9,58.67701011
F,0,27,67.40439369,1.632312413,25.29773506,1452.675,2469.5475,1.7,58.6177639
M,1,27,66.30881899,1.632619948,24.87717699,1607.141,2410.7115,1.5,58.63985368
M,1,27,67.28745086,1.631418448,25.28152909,1619.947,2429.9205,1.5,58.55357535
F,0,27,66.24696702,1.631698066,24.88206395,1441.46,2162.19,1.5,58.57364873
M,1,27,67.02707882,1.631858836,25.17011024,1616.6,2424.9,1.5,58.58519173
M,1,27,67.27695799,1.631874312,25.26346606,1620.031,2106.0403,1.3,58.58630294
F,0,27,67.33522527,1.63196282,25.28260367,1451.952,2758.7088,1.9,58.59265821
F,0,27,67.17868426,1.632729466,25.20014457,1450.579,2756.1001,1.9,58.6477212
F,0,27,67.39686717,1.632875806,25.27745822,1452.699,2179.0485,1.5,58.65823475
F,0,27,68.16164515,1.630751635,25.63093319,1459.68,1751.616,1.2,58.50571969
M,1,27,67.14420416,1.631855003,25.21421176,1618.203,2750.9451,1.7,58.58491652
F,0,27,66.90383087,1.632830307,25.09394144,1447.958,2751.1202,1.9,58.65496585
M,1,27,67.34914614,1.633112594,25.25223593,1621.64,2756.788,1.7,58.67524838
M,1,27,67.46219288,1.632594045,25.3106931,1622.929,2434.3935,1.5,58.63799295
F,0,27,65.80456786,1.632251166,24.69915334,1437.307,2155.9605,1.5,58.61336512
F,0,27,68.14131559,1.632922454,25.55520637,1459.853,1751.8236,1.2,58.6615863
F,0,27,66.99303549,1.632699562,25.13142437,1448.792,2173.188,1.5,58.64557291
F,0,27,66.78547824,1.631410994,25.0931551,1446.58,2169.87,1.5,58.55304029
M,1,27,65.89246179,1.632985116,24.70991666,1601.619,2402.4285,1.5,58.66608856
F,0,27,67.06127485,1.631882432,25.18222333,1449.308,2753.6852,1.9,58.58688598
F,0,27,66.74570066,1.630885608,25.09436993,1446.109,2458.3853,1.7,58.51533306
M,1,27,67.84889836,1.630724883,25.51416762,1627.292,1952.7504,1.2,58.50380017
F,0,27,67.82119464,1.632852591,25.43732719,1456.768,2185.152,1.5,58.65656685
M,1,27,68.16613809,1.631706685,25.60262553,1632.129,2121.7677,1.3,58.57426753
F,0,27,66.39514009,1.63137855,24.94748649,1442.828,2164.242,1.5,58.55071141
F,0,27,67.68718373,1.63234724,25.40278581,1455.396,2183.094,1.5,58.62026526
F,0,27,67.8257125,1.632070727,25.46340126,1456.679,2767.6901,1.9,58.60040687
F,0,27,66.4780306,1.630830739,24.99541591,1443.53,2165.295,1.5,58.51139578
M,1,27,67.80095521,1.63260412,25.43747713,1627.575,2441.3625,1.5,58.63871668
F,0,27,67.07544301,1.633055924,25.15135776,1449.644,2754.3236,1.9,58.67117632
F,0,27,66.90976312,1.631064506,25.15053444,1447.715,2750.6585,1.9,58.5281713
F,0,27,67.73085182,1.63287117,25.40286469,1455.904,2183.856,1.5,58.65790167
F,0,27,66.15288889,1.632086465,24.83490416,1440.622,2449.0574,1.7,58.60153704
M,1,27,66.97261975,1.632017896,25.14475764,1615.934,2423.901,1.5,58.59661308
M,1,27,67.84430288,1.632703616,25.45063807,1628.219,2442.3285,1.5,58.64586415
F,0,27,66.24218879,1.630764623,24.90876015,1441.255,2161.8825,1.5,58.50665162
M,1,27,67.91301464,1.631688782,25.50811427,1628.653,1954.3836,1.2,58.57298219
M,1,27,67.98999432,1.632874729,25.4999465,1630.3,2119.39,1.3,58.65815737
M,1,27,67.09450551,1.631559261,25.20468367,1617.374,2102.5862,1.3,58.56368369
M,1,27,67.18063047,1.632184055,25.21771971,1618.867,2752.0739,1.7,58.60854537
M,1,27,65.88643454,1.630731577,24.77599157,1600.41,2400.615,1.5,58.50428048
M,1,27,66.82777653,1.633197053,25.05415942,1614.539,2421.8085,1.5,58.68131751
F,0,27,67.18748039,1.632931764,25.19719986,1450.698,2466.1866,1.7,58.66225521
M,1,27,66.08063091,1.630706314,24.84978728,1603.058,2404.587,1.5,58.50246782
M,1,27,67.22671814,1.631829277,25.24599367,1619.321,2105.1173,1.3,58.58306936
M,1,27,67.09840567,1.632966356,25.16272821,1618.131,2750.8227,1.7,58.66474064
M,1,27,66.9008342,1.633148315,25.08304623,1615.516,2423.274,1.5,58.67781521
M,1,27,65.80765006,1.631776609,24.71467911,1599.853,2399.7795,1.5,58.57928784
M,1,27,66.92056241,1.632519975,25.10976072,1615.472,2100.1136,1.3,58.63267231
M,1,27,66.99249559,1.630806618,25.18959736,1615.6,2423.4,1.5,58.50966496
M,1,27,66.42133713,1.633121355,24.90409125,1608.933,2413.3995,1.5,58.67587792
F,0,27,67.48738642,1.631502556,25.35403541,1453.334,2180.001,1.5,58.55961299
F,0,27,67.45478107,1.632348341,25.31553167,1453.165,2470.3805,1.7,58.62034434
M,1,27,66.27180044,1.631281749,24.90409791,1605.965,2408.9475,1.5,58.54376318
M,1,27,66.45475546,1.633067239,24.91827251,1609.364,2414.046,1.5,58.67198936
F,0,27,67.90599544,1.63072092,25.53576275,1457.22,2768.718,1.9,58.50351582
F,0,27,66.69200699,1.632257456,25.03205272,1445.827,2457.9059,1.7,58.61381686
F,0,27,67.5468747,1.63240652,25.34828715,1454.059,2762.7121,1.9,58.62452302
M,1,27,67.28892572,1.631300999,25.28572384,1619.909,2429.8635,1.5,58.54514489
F,0,27,68.01468189,1.632642271,25.51647028,1458.59,2187.885,1.5,58.64145727
F,0,27,66.14495315,1.632655292,24.81462476,1440.643,2449.0931,1.7,58.64239265
M,1,27,67.35604146,1.633062538,25.25636953,1621.709,2756.9053,1.7,58.67165157
M,1,27,68.06518747,1.631318657,25.57687251,1630.552,2119.7176,1.3,58.54641233
M,1,27,66.45285448,1.631318494,24.97101074,1608.463,2412.6945,1.5,58.54640064
M,1,27,67.91584993,1.632218587,25.49262175,1628.956,1954.7472,1.2,58.61102535
M,1,27,67.13760724,1.632572379,25.18958253,1618.471,2751.4007,1.7,58.6364366
F,0,27,68.07824875,1.63173784,25.56863866,1459.047,1750.8564,1.2,58.57650433
M,1,27,66.42508093,1.630847954,24.97497981,1607.848,2411.772,1.5,58.51263108
M,1,27,67.83093571,1.632577055,25.44956898,1627.972,2116.3636,1.3,58.63677249
F,0,27,67.01817648,1.632407125,25.14986415,1448.984,2173.476,1.5,58.62456648
F,0,27,67.21679221,1.631043294,25.26659998,1450.659,2756.2521,1.9,58.52664899
F,0,27,66.8206886,1.631995535,25.08840284,1447.018,2459.9306,1.7,58.59500738
F,0,27,66.89219914,1.631618127,25.1268722,1447.64,2460.988,1.7,58.56790967
F,0,27,67.50957814,1.632308788,25.33732467,1453.684,2471.2628,1.7,58.61750355
M,1,27,66.64599441,1.630741506,25.06131193,1610.821,2416.2315,1.5,58.50499291
F,0,27,66.04071969,1.631548181,24.80915602,1439.454,2447.0718,1.7,58.56288827
F,0,27,68.00391085,1.632881006,25.50496986,1458.527,1750.2324,1.2,58.65860835
F,0,27,67.38782811,1.631761924,25.3085853,1452.423,2759.6037,1.9,58.57823349
M,1,27,66.72682948,1.631020189,25.08313502,1612.068,2095.6884,1.3,58.52499085
F,0,27,66.99892735,1.631787733,25.16173139,1448.694,2752.5186,1.9,58.58008652
F,0,27,68.00780214,1.631503376,25.5495224,1458.33,2187.495,1.5,58.55967185
F,0,27,67.33336588,1.631480381,25.29685978,1451.852,2177.778,1.5,58.55802114
M,1,27,68.03792814,1.631272041,25.56809049,1630.156,2119.2028,1.3,58.54306638
F,0,27,67.21414869,1.632950598,25.20661977,1450.957,2466.6269,1.7,58.66360842
F,0,27,66.87584764,1.632800362,25.0843657,1447.684,2750.5996,1.9,58.65281449
F,0,27,67.02931561,1.631247117,25.18983198,1448.893,2173.3395,1.5,58.54127745
F,0,27,67.52126269,1.631646168,25.36229704,1453.684,2761.9996,1.9,58.56992279
M,1,27,67.98574771,1.632074109,25.52337655,1629.842,2444.763,1.5,58.60064974
F,0,27,68.07599474,1.633200893,25.52200437,1459.274,1751.1288,1.2,58.68159345
F,0,27,66.24101144,1.630844491,24.90587783,1441.257,2161.8855,1.5,58.51238258
M,1,27,66.28373701,1.632239589,24.8793581,1606.607,2409.9105,1.5,58.61253367
F,0,27,66.74548396,1.631435988,25.07735974,1446.201,2458.5417,1.7,58.55483442
F,0,27,67.32747783,1.631929345,25.28073184,1451.872,2758.5568,1.9,58.59025452
M,1,27,68.08599088,1.631614519,25.57541209,1630.985,2120.2805,1.3,58.56765065
F,0,27,66.62294564,1.631701007,25.02318966,1445.069,2167.6035,1.5,58.57385988
M,1,27,67.38216961,1.632270792,25.29068379,1621.671,2756.8407,1.7,58.61477465
M,1,27,66.50353511,1.63158794,24.98180179,1609.292,2413.938,1.5,58.56574253
F,0,27,68.1632811,1.632968048,25.56201663,1460.072,2482.1224,1.7,58.66486221
M,1,27,66.7059252,1.632447445,25.03144926,1612.495,2096.2435,1.3,58.62746254
M,1,27,67.31828905,1.632589135,25.25685468,1620.955,2431.4325,1.5,58.63764024
M,1,27,67.28874576,1.63241105,25.25127905,1620.461,2754.7837,1.7,58.6248484
F,0,27,66.58569338,1.63232316,24.99013725,1444.818,2167.227,1.5,58.61853577
M,1,27,67.99122638,1.630701347,25.56842724,1629.23,2769.691,1.7,58.50211143
M,1,27,66.35293183,1.630972586,24.94404001,1606.921,2410.3815,1.5,58.52157468
F,0,27,68.15909919,1.630841926,25.62713792,1459.67,2773.373,1.9,58.51219853
M,1,27,66.65591928,1.632722903,25.00424539,1611.948,2417.922,1.5,58.64724972
F,0,27,67.18510333,1.631089962,25.25324308,1450.362,2755.6878,1.9,58.52999821
F,0,27,68.19348642,1.631548024,25.61787907,1460.121,1752.1452,1.2,58.562877
M,1,27,67.65133364,1.631654406,25.41089761,1625.05,2112.565,1.3,58.57051421
F,0,27,66.07839958,1.631351189,24.82930642,1439.782,2447.6294,1.7,58.54874744
M,1,27,67.67085922,1.631822105,25.41300765,1625.402,2763.1834,1.7,58.58255441
M,1,27,66.92829844,1.631905113,25.13159065,1615.27,2099.851,1.3,58.58851455
F,0,27,67.98090811,1.631330986,25.54481672,1458.043,2770.2817,1.9,58.54729729
F,0,27,67.38654957,1.631895817,25.30395234,1452.433,2759.6227,1.9,58.58784707
M,1,27,67.77773924,1.632280908,25.43883842,1627.095,2766.0615,1.7,58.61550118
F,0,27,68.02488564,1.631767507,25.54766769,1458.539,2771.2241,1.9,58.57863433
F,0,27,67.99879228,1.631930571,25.5327647,1458.317,2187.4755,1.5,58.59034255
M,1,27,67.87914542,1.632753704,25.4621464,1628.721,2443.0815,1.5,58.64946247
M,1,27,68.01368998,1.632724758,25.51352003,1630.55,2771.935,1.7,58.64738298
F,0,27,68.09509378,1.631635539,25.57817237,1459.191,1751.0292,1.2,58.56915971
M,1,27,68.02908505,1.632951734,25.51220133,1630.874,2772.4858,1.7,58.66369004
F,0,27,66.42738063,1.631133335,24.96710575,1443.096,2164.644,1.5,58.53311104
F,0,27,67.23310043,1.632720041,25.22084841,1451.1,2466.87,1.7,58.64704411
M,1,27,67.33328687,1.6317435,25.28867252,1620.738,2106.9594,1.3,58.5769107
M,1,27,67.51831464,1.63261947,25.33096006,1623.711,2435.5665,1.5,58.63981934
M,1,27,67.80989788,1.632549913,25.44252174,1627.671,2115.9723,1.3,58.63482281
F,0,27,67.60619953,1.63122024,25.40746407,1454.427,2472.5259,1.7,58.53934837
M,1,27,67.92106096,1.631383975,25.52067033,1628.611,2768.6387,1.7,58.55110083
M,1,27,67.09067945,1.632148496,25.18505201,1617.617,2426.4255,1.5,58.60599169
F,0,27,67.05113956,1.631330669,25.19545242,1449.117,2463.4989,1.7,58.54727454
F,0,27,66.38002825,1.630744809,24.96119791,1442.575,2163.8625,1.5,58.50522991
M,1,27,67.00844995,1.632234903,25.15152087,1616.533,2424.7995,1.5,58.61219713
F,0,27,68.00455957,1.630876626,25.56794452,1458.193,2770.5667,1.9,58.51468852
M,1,27,66.82819189,1.631670134,25.10122879,1613.781,2420.6715,1.5,58.57164338
M,1,27,67.48776371,1.632705232,25.31683834,1623.335,2435.0025,1.5,58.64598024
M,1,27,67.85935551,1.631768467,25.48547063,1627.957,2767.5269,1.7,58.57870326
M,1,27,66.89957248,1.630837849,25.15369428,1614.343,2421.5145,1.5,58.51190597
M,1,27,67.31609579,1.631846216,25.27903332,1620.554,2754.9418,1.7,58.5842856
F,0,27,66.02482199,1.632372358,24.77814413,1439.442,2159.163,1.5,58.62206933
M,1,27,68.1568412,1.632923222,25.56100492,1632.61,2122.393,1.3,58.66164148
F,0,27,66.70686177,1.632727718,25.02320757,1446.05,2458.285,1.7,58.64759562
M,1,27,66.04609718,1.632362546,24.78642639,1603.413,2405.1195,1.5,58.62136459
M,1,27,66.68406713,1.631559366,25.05049538,1611.751,2417.6265,1.5,58.56369123
F,0,27,66.80924856,1.633192641,25.04734849,1447.112,2170.668,1.5,58.68100046
M,1,27,67.34839418,1.633220809,25.24860778,1621.683,2108.1879,1.3,58.68302464
F,0,27,67.20832491,1.632335874,25.22342287,1450.797,2466.3549,1.7,58.61944892
M,1,27,68.13764841,1.631898334,25.58591441,1631.835,2774.1195,1.7,58.5880278
F,0,27,67.05777917,1.632418748,25.16436748,1449.366,2174.049,1.5,58.62540131
M,1,27,65.98670497,1.632169654,24.76999075,1602.503,2403.7545,1.5,58.60751115
M,1,27,67.87335255,1.631040539,25.51348532,1627.785,2767.2345,1.7,58.52645128
M,1,27,67.65550898,1.632530708,25.38519169,1625.546,2438.319,1.5,58.63344328
M,1,27,66.74380385,1.633093432,25.02585305,1613.337,2097.3381,1.3,58.67387147
F,0,27,67.77267971,1.632452536,25.43159108,1456.235,2766.8465,1.9,58.62782821
F,0,27,66.01151945,1.631034942,24.81379553,1439.087,2158.6305,1.5,58.5260496
F,0,27,66.96447508,1.630995374,25.17323387,1448.228,2751.6332,1.9,58.52321002
F,0,27,67.125417,1.631942722,25.20444699,1449.934,2754.8746,1.9,58.59121505
